trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
346,False,"{'a': 0.15, 'e': 1.0}",25,0,-253.6871416706249,"{0: 6, 1: 6, 2: 9, 3: 1, 4: 3}",0
347,False,"{'a': 0.15, 'e': 1.0}",20,0,-96.58127319609758,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
348,False,"{'a': 0.15, 'e': 1.0}",25,0,-122.90611585666981,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
349,False,"{'a': 0.15, 'e': 1.0}",20,0,-130.68596592734517,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
350,False,"{'a': 0.15, 'e': 1.0}",20,0,-115.5285200129954,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
351,False,"{'a': 0.15, 'e': 1.0}",25,0,-107.13510079155269,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
352,False,"{'a': 0.15, 'e': 1.0}",20,0,-33.34122066216537,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
353,False,"{'a': 0.15, 'e': 1.0}",25,0,-213.53211242114327,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 3}",0
354,False,"{'a': 0.15, 'e': 1.0}",20,0,-85.54476037834331,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
355,False,"{'a': 0.15, 'e': 1.0}",25,0,-34.541368711450865,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
356,False,"{'a': 0.15, 'e': 1.0}",20,0,-120.80911612599778,"{0: 10, 1: 6, 2: 0, 3: 3, 4: 1}",0
357,False,"{'a': 0.15, 'e': 1.0}",20,0,-27.32075520413974,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
358,False,"{'a': 0.15, 'e': 1.0}",35,0,-242.07583801911915,"{0: 21, 1: 2, 2: 6, 3: 2, 4: 4}",0
359,False,"{'a': 0.15, 'e': 1.0}",20,0,-78.40161053964381,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
360,False,"{'a': 0.15, 'e': 1.0}",20,0,-89.93661282304532,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
361,False,"{'a': 0.15, 'e': 1.0}",20,0,-108.53793924094491,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
362,False,"{'a': 0.15, 'e': 1.0}",20,0,-89.00217175938626,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
363,False,"{'a': 0.15, 'e': 1.0}",20,0,-79.50845122983907,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
364,False,"{'a': 0.15, 'e': 1.0}",20,0,-120.33184877799681,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
365,False,"{'a': 0.15, 'e': 1.0}",25,0,-258.84794284057904,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 6}",0
366,False,"{'a': 0.15, 'e': 1.0}",25,0,-143.98408477265573,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
367,False,"{'a': 0.15, 'e': 1.0}",25,0,-132.51183660886278,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
368,False,"{'a': 0.15, 'e': 1.0}",20,0,-121.64961097478685,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
369,False,"{'a': 0.15, 'e': 1.0}",20,0,-93.25634863668756,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
370,False,"{'a': 0.15, 'e': 1.0}",20,0,-38.11459821228447,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
371,False,"{'a': 0.15, 'e': 1.0}",20,0,-54.12057399239782,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
372,False,"{'a': 0.15, 'e': 1.0}",20,0,-90.19586841650113,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
373,False,"{'a': 0.15, 'e': 1.0}",20,0,-3.45384451390351,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
374,False,"{'a': 0.15, 'e': 1.0}",20,0,-71.92828596150788,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
375,False,"{'a': 0.15, 'e': 1.0}",25,0,-143.79366269313175,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
376,False,"{'a': 0.15, 'e': 1.0}",30,0,-83.19150734994798,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
377,False,"{'a': 0.15, 'e': 1.0}",20,0,-44.65848892041629,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
378,False,"{'a': 0.15, 'e': 1.0}",30,0,-137.76574717129475,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
379,False,"{'a': 0.15, 'e': 1.0}",25,0,-112.62058090620613,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
380,False,"{'a': 0.15, 'e': 1.0}",30,0,-175.23130490976774,"{0: 19, 1: 4, 2: 2, 3: 2, 4: 3}",0
381,False,"{'a': 0.15, 'e': 1.0}",20,0,-127.21989014584975,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
382,False,"{'a': 0.15, 'e': 1.0}",25,0,-110.73981300366853,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
383,False,"{'a': 0.15, 'e': 1.0}",30,0,-62.01944303898266,"{0: 22, 1: 0, 2: 8, 3: 0, 4: 0}",0
384,False,"{'a': 0.15, 'e': 1.0}",25,0,-121.11621955862141,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
385,False,"{'a': 0.15, 'e': 1.0}",35,1,-133.63830300714415,"{0: 20, 1: 6, 2: 5, 3: 2, 4: 1}",1
386,False,"{'a': 0.15, 'e': 1.0}",25,0,-143.6698183381441,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
387,False,"{'a': 0.15, 'e': 1.0}",25,0,-226.94873577811975,"{0: 9, 1: 5, 2: 5, 3: 4, 4: 2}",0
388,False,"{'a': 0.15, 'e': 1.0}",30,1,-188.21334029401464,"{0: 17, 1: 3, 2: 4, 3: 2, 4: 3}",1
389,False,"{'a': 0.15, 'e': 1.0}",30,15,-38.172500682714976,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
390,False,"{'a': 0.15, 'e': 1.0}",30,0,-103.30487125053155,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
391,False,"{'a': 0.15, 'e': 1.0}",25,0,-180.4721033798802,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
392,False,"{'a': 0.15, 'e': 1.0}",25,0,-69.82239712672899,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
393,False,"{'a': 0.15, 'e': 1.0}",30,0,-179.93722592730987,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 4}",0
394,False,"{'a': 0.15, 'e': 1.0}",30,0,-111.01175826591636,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
395,False,"{'a': 0.15, 'e': 1.0}",25,0,-99.58995554616317,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
396,False,"{'a': 0.15, 'e': 1.0}",20,9,-53.10245956867833,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
397,False,"{'a': 0.15, 'e': 1.0}",30,0,-288.92962294219376,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 5}",0
398,False,"{'a': 0.15, 'e': 1.0}",25,0,-44.80714326031848,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
399,False,"{'a': 0.15, 'e': 1.0}",25,17,-6.521583009708439,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.15, 'e': 1.0}",25,0,-104.45862886059155,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
401,False,"{'a': 0.15, 'e': 1.0}",20,5,-111.4244908371819,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 2}",1
402,False,"{'a': 0.15, 'e': 1.0}",25,2,-64.92221509064977,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
403,False,"{'a': 0.15, 'e': 1.0}",35,0,-162.03810460281102,"{0: 24, 1: 3, 2: 4, 3: 1, 4: 3}",0
404,False,"{'a': 0.15, 'e': 1.0}",30,0,-177.9948432417857,"{0: 12, 1: 7, 2: 9, 3: 1, 4: 1}",0
405,False,"{'a': 0.15, 'e': 1.0}",20,0,-93.47489256125554,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
406,False,"{'a': 0.15, 'e': 1.0}",20,0,-83.11729723356407,"{0: 8, 1: 5, 2: 7, 3: 0, 4: 0}",0
407,False,"{'a': 0.15, 'e': 1.0}",20,0,-80.26308741962958,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
408,False,"{'a': 0.15, 'e': 1.0}",35,7,-149.93715074182094,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 3}",1
409,False,"{'a': 0.15, 'e': 1.0}",25,0,-244.81872717141437,"{0: 11, 1: 1, 2: 9, 3: 0, 4: 4}",0
410,False,"{'a': 0.15, 'e': 1.0}",35,0,-236.8496893530048,"{0: 17, 1: 5, 2: 9, 3: 1, 4: 3}",0
411,False,"{'a': 0.15, 'e': 1.0}",20,0,-152.48402900904628,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
412,False,"{'a': 0.15, 'e': 1.0}",20,0,-103.107469832389,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
413,False,"{'a': 0.15, 'e': 1.0}",25,0,-70.05799678036644,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
414,False,"{'a': 0.15, 'e': 1.0}",20,0,-108.06654852827862,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
415,False,"{'a': 0.15, 'e': 1.0}",20,0,-131.88251835267266,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
416,False,"{'a': 0.15, 'e': 1.0}",20,0,-94.7976810460529,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
417,False,"{'a': 0.15, 'e': 1.0}",25,0,-197.0399767397968,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
418,False,"{'a': 0.15, 'e': 1.0}",25,0,-119.40475759387817,"{0: 12, 1: 4, 2: 6, 3: 3, 4: 0}",0
419,False,"{'a': 0.15, 'e': 1.0}",20,0,-121.22025739808872,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
420,False,"{'a': 0.15, 'e': 1.0}",25,7,-105.96268931240259,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
421,False,"{'a': 0.15, 'e': 1.0}",25,3,-162.21558196151264,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 3}",1
422,False,"{'a': 0.15, 'e': 1.0}",20,0,-109.74244279213409,"{0: 8, 1: 2, 2: 9, 3: 1, 4: 0}",0
423,False,"{'a': 0.15, 'e': 1.0}",20,0,-113.26240968085685,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
424,False,"{'a': 0.15, 'e': 1.0}",25,0,-182.5972228728038,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
425,False,"{'a': 0.15, 'e': 1.0}",20,3,-110.45767139351335,"{0: 8, 1: 1, 2: 6, 3: 1, 4: 1}",1
426,False,"{'a': 0.15, 'e': 1.0}",25,0,-112.02880582872845,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
427,False,"{'a': 0.15, 'e': 1.0}",35,0,-276.95782395068744,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 5}",0
428,False,"{'a': 0.15, 'e': 1.0}",35,0,-205.619645095295,"{0: 16, 1: 6, 2: 11, 3: 0, 4: 2}",0
429,False,"{'a': 0.15, 'e': 1.0}",30,0,-128.98934748180864,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
430,False,"{'a': 0.15, 'e': 1.0}",30,0,-241.70358793353276,"{0: 17, 1: 2, 2: 5, 3: 2, 4: 4}",0
431,False,"{'a': 0.15, 'e': 1.0}",20,0,-81.74878645744394,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
432,False,"{'a': 0.15, 'e': 1.0}",25,0,-77.50470813996316,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
433,False,"{'a': 0.15, 'e': 1.0}",25,0,-76.28496926720666,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
434,False,"{'a': 0.15, 'e': 1.0}",20,0,-60.89686013249889,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
435,False,"{'a': 0.15, 'e': 1.0}",20,0,-179.33595362778343,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
436,False,"{'a': 0.15, 'e': 1.0}",20,0,-252.48805387633155,"{0: 8, 1: 4, 2: 2, 3: 1, 4: 5}",0
437,False,"{'a': 0.15, 'e': 1.0}",20,3,-56.33689669982314,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 0}",1
438,False,"{'a': 0.15, 'e': 1.0}",20,0,-81.96087986874451,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
439,False,"{'a': 0.15, 'e': 1.0}",20,0,-140.96122218843055,"{0: 8, 1: 4, 2: 5, 3: 2, 4: 1}",0
440,False,"{'a': 0.15, 'e': 1.0}",20,0,-113.56570529590046,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
441,False,"{'a': 0.15, 'e': 1.0}",25,0,-103.15548626956175,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
442,False,"{'a': 0.15, 'e': 1.0}",20,6,-56.15084642151071,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
443,False,"{'a': 0.15, 'e': 1.0}",20,0,-74.15413934549548,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
444,False,"{'a': 0.15, 'e': 1.0}",20,0,-83.15293406834988,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
445,False,"{'a': 0.15, 'e': 1.0}",25,0,-147.74030722517088,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 2}",0
446,False,"{'a': 0.15, 'e': 1.0}",20,0,-178.22578747368655,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
447,False,"{'a': 0.15, 'e': 1.0}",25,0,-44.75055768825624,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
448,False,"{'a': 0.15, 'e': 1.0}",20,0,-79.89714951764203,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
449,False,"{'a': 0.15, 'e': 1.0}",35,4,-83.80487019085948,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 1}",1
450,False,"{'a': 0.15, 'e': 1.0}",20,0,-136.06445054895565,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
451,False,"{'a': 0.15, 'e': 1.0}",30,0,-110.6821011250037,"{0: 18, 1: 6, 2: 4, 3: 1, 4: 1}",0
452,False,"{'a': 0.15, 'e': 1.0}",20,0,-92.019469839726,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
453,False,"{'a': 0.15, 'e': 1.0}",20,0,-47.62254686477137,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
454,False,"{'a': 0.15, 'e': 1.0}",20,0,-69.38539965865625,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
455,False,"{'a': 0.15, 'e': 1.0}",20,0,-120.85889417970614,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
456,False,"{'a': 0.15, 'e': 1.0}",25,0,-55.47140021439656,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
457,False,"{'a': 0.15, 'e': 1.0}",25,0,-170.49373506459781,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
458,False,"{'a': 0.15, 'e': 1.0}",20,0,-146.97165379754819,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
459,False,"{'a': 0.15, 'e': 1.0}",20,0,-132.10426235892197,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
460,False,"{'a': 0.15, 'e': 1.0}",25,0,-141.51775432579862,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
461,False,"{'a': 0.15, 'e': 1.0}",20,0,-116.23007129249694,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
462,False,"{'a': 0.15, 'e': 1.0}",20,0,-63.64951372377118,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
463,False,"{'a': 0.15, 'e': 1.0}",25,0,-42.64141443936299,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
464,False,"{'a': 0.15, 'e': 1.0}",20,0,-167.18262045295805,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
465,False,"{'a': 0.15, 'e': 1.0}",20,0,-80.68170933060607,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
466,False,"{'a': 0.15, 'e': 1.0}",25,0,-86.87352564937258,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
467,False,"{'a': 0.15, 'e': 1.0}",30,0,-216.0896587712333,"{0: 15, 1: 3, 2: 6, 3: 4, 4: 2}",0
468,False,"{'a': 0.15, 'e': 1.0}",20,0,-57.65882111108722,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
469,False,"{'a': 0.15, 'e': 1.0}",25,0,-214.8676436427138,"{0: 11, 1: 2, 2: 8, 3: 1, 4: 3}",0
470,False,"{'a': 0.15, 'e': 1.0}",25,0,-113.20281051925018,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
471,False,"{'a': 0.15, 'e': 1.0}",20,0,-92.55473571721883,"{0: 8, 1: 7, 2: 3, 3: 2, 4: 0}",0
472,False,"{'a': 0.15, 'e': 1.0}",25,0,-93.14448093238461,"{0: 19, 1: 3, 2: 0, 3: 1, 4: 2}",0
473,False,"{'a': 0.15, 'e': 1.0}",20,0,-34.88134414317171,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
474,False,"{'a': 0.15, 'e': 1.0}",30,0,-155.17193351119818,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
475,False,"{'a': 0.15, 'e': 1.0}",20,0,-125.50090447216385,"{0: 10, 1: 0, 2: 6, 3: 4, 4: 0}",0
476,False,"{'a': 0.15, 'e': 1.0}",20,0,-166.10227215584166,"{0: 8, 1: 1, 2: 9, 3: 0, 4: 2}",0
477,False,"{'a': 0.15, 'e': 1.0}",35,0,-193.65245774957063,"{0: 21, 1: 4, 2: 6, 3: 1, 4: 3}",0
478,False,"{'a': 0.15, 'e': 1.0}",35,0,-156.88498909645537,"{0: 17, 1: 4, 2: 13, 3: 1, 4: 0}",0
479,False,"{'a': 0.15, 'e': 1.0}",20,0,-2.512930573935966,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
480,False,"{'a': 0.15, 'e': 1.0}",30,0,-79.67090694828724,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
481,False,"{'a': 0.15, 'e': 1.0}",30,0,-122.58729463343442,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
482,False,"{'a': 0.15, 'e': 0.0}",20,13,13.163247319744391,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,14,10.846055742126481,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,19,21.25141884615607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,18,13.683447493044444,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,19,12.259465633512255,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,15,29.56127956213161,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,16,15.91540424184137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,16,16.195031786054585,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,20,15.238957489461,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,13,31.578290733242333,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,16,20.853854964293035,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
