trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.15, 'e': 1.0}",35,0,-101.50782565602019,"{0: 22, 1: 2, 2: 10, 3: 1, 4: 0}",0
2,False,"{'a': 0.15, 'e': 1.0}",20,0,-6.966307022939371,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
3,False,"{'a': 0.15, 'e': 1.0}",20,0,-71.68251859327285,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
4,False,"{'a': 0.15, 'e': 1.0}",20,0,-30.570899353761288,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
5,False,"{'a': 0.15, 'e': 1.0}",25,0,-84.23676010352635,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
6,False,"{'a': 0.15, 'e': 1.0}",20,9,-70.63483723976331,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 1}",1
7,False,"{'a': 0.15, 'e': 1.0}",20,0,-45.53108231348099,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
8,False,"{'a': 0.15, 'e': 1.0}",20,0,-92.3873605014763,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
9,False,"{'a': 0.15, 'e': 1.0}",25,0,-54.96398247386121,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
10,False,"{'a': 0.15, 'e': 1.0}",30,0,-42.90856603327068,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
11,False,"{'a': 0.15, 'e': 1.0}",25,0,-63.44517313938722,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
12,False,"{'a': 0.15, 'e': 1.0}",25,0,-115.7707658236865,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
13,False,"{'a': 0.15, 'e': 1.0}",25,0,-122.34850177143024,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
14,False,"{'a': 0.15, 'e': 1.0}",20,0,-111.48369500380176,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
15,False,"{'a': 0.15, 'e': 1.0}",20,0,-118.87003590239839,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
16,False,"{'a': 0.15, 'e': 1.0}",25,0,-123.62353355436112,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
17,False,"{'a': 0.15, 'e': 1.0}",20,0,-113.56598465307272,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
18,False,"{'a': 0.15, 'e': 1.0}",25,15,-19.422137686062072,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
19,False,"{'a': 0.15, 'e': 1.0}",20,0,-172.44591436146567,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
20,False,"{'a': 0.15, 'e': 1.0}",20,7,-42.770668916424746,"{0: 6, 1: 4, 2: 3, 3: 0, 4: 0}",1
21,False,"{'a': 0.15, 'e': 1.0}",30,8,-126.9814686700061,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 3}",1
22,False,"{'a': 0.15, 'e': 1.0}",20,0,-96.3283610634046,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
23,False,"{'a': 0.15, 'e': 1.0}",30,0,-161.5433215139058,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
24,False,"{'a': 0.15, 'e': 1.0}",25,0,-152.85017930787822,"{0: 16, 1: 2, 2: 2, 3: 3, 4: 2}",0
25,False,"{'a': 0.15, 'e': 1.0}",30,0,-230.02536824357733,"{0: 16, 1: 0, 2: 9, 3: 2, 4: 3}",0
26,False,"{'a': 0.15, 'e': 1.0}",20,0,-129.16260902847802,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
27,False,"{'a': 0.15, 'e': 1.0}",20,0,-108.97718598031918,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
28,False,"{'a': 0.15, 'e': 1.0}",25,9,-63.80485129729022,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
29,False,"{'a': 0.15, 'e': 1.0}",25,0,-225.9861969212007,"{0: 11, 1: 3, 2: 6, 3: 2, 4: 3}",0
30,False,"{'a': 0.15, 'e': 1.0}",25,17,-17.60924140646622,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
31,False,"{'a': 0.15, 'e': 1.0}",25,4,-158.91623769102617,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 3}",1
32,False,"{'a': 0.15, 'e': 1.0}",20,0,-109.36610619253926,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
33,False,"{'a': 0.15, 'e': 1.0}",25,0,-255.78603384607524,"{0: 9, 1: 3, 2: 7, 3: 3, 4: 3}",0
34,False,"{'a': 0.15, 'e': 1.0}",25,0,-180.1842046532362,"{0: 12, 1: 6, 2: 4, 3: 0, 4: 3}",0
35,False,"{'a': 0.15, 'e': 1.0}",20,0,-133.05927589807868,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
36,False,"{'a': 0.15, 'e': 1.0}",20,0,-83.19275927069802,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
37,False,"{'a': 0.15, 'e': 1.0}",25,0,-120.18298292791803,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
38,False,"{'a': 0.15, 'e': 1.0}",20,0,-104.48327156908749,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
39,False,"{'a': 0.15, 'e': 1.0}",20,0,-150.08483190363728,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
40,False,"{'a': 0.15, 'e': 1.0}",20,0,-137.56425983142935,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
41,False,"{'a': 0.15, 'e': 1.0}",20,0,-150.60637623556988,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
42,False,"{'a': 0.15, 'e': 1.0}",30,0,-192.4760292037705,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 4}",0
43,False,"{'a': 0.15, 'e': 1.0}",25,0,-138.47206042669012,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
44,False,"{'a': 0.15, 'e': 1.0}",30,12,-50.983812771285,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 0}",1
45,False,"{'a': 0.15, 'e': 1.0}",30,0,-106.24719553057015,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
46,False,"{'a': 0.15, 'e': 1.0}",20,0,-96.5675158829227,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
47,False,"{'a': 0.15, 'e': 1.0}",25,0,-81.53844041176441,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
48,False,"{'a': 0.15, 'e': 1.0}",25,0,-159.61704351140796,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
49,False,"{'a': 0.15, 'e': 1.0}",20,0,-89.710026108259,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
50,False,"{'a': 0.15, 'e': 1.0}",30,0,-149.19917959527882,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
51,False,"{'a': 0.15, 'e': 1.0}",25,0,-106.26913462978627,"{0: 10, 1: 8, 2: 6, 3: 1, 4: 0}",0
52,False,"{'a': 0.15, 'e': 1.0}",20,10,-66.71938251704069,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 1}",1
53,False,"{'a': 0.15, 'e': 1.0}",20,0,-100.21298852217166,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
54,False,"{'a': 0.15, 'e': 1.0}",35,0,-189.61290555579438,"{0: 20, 1: 2, 2: 9, 3: 2, 4: 2}",0
55,False,"{'a': 0.15, 'e': 1.0}",25,0,-180.16484470184656,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 3}",0
56,False,"{'a': 0.15, 'e': 1.0}",25,0,-200.886319809317,"{0: 9, 1: 3, 2: 8, 3: 4, 4: 1}",0
57,False,"{'a': 0.15, 'e': 1.0}",20,0,-96.29644483814596,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
58,False,"{'a': 0.15, 'e': 1.0}",20,0,-92.70780286147256,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
59,False,"{'a': 0.15, 'e': 1.0}",20,0,-64.35952139292573,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
60,False,"{'a': 0.15, 'e': 1.0}",20,0,-115.51483785805075,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
61,False,"{'a': 0.15, 'e': 1.0}",30,0,-168.12059673410968,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
62,False,"{'a': 0.15, 'e': 1.0}",25,0,-61.775434560273304,"{0: 15, 1: 7, 2: 2, 3: 1, 4: 0}",0
63,False,"{'a': 0.15, 'e': 1.0}",25,0,-257.1884141753878,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 5}",0
64,False,"{'a': 0.15, 'e': 1.0}",25,0,-180.87390469484694,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
65,False,"{'a': 0.15, 'e': 1.0}",30,0,-90.20936996165076,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
66,False,"{'a': 0.15, 'e': 1.0}",20,6,-70.14100468970378,"{0: 7, 1: 0, 2: 6, 3: 1, 4: 0}",1
67,False,"{'a': 0.15, 'e': 1.0}",20,0,-32.5610648710558,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
68,False,"{'a': 0.15, 'e': 1.0}",20,0,-108.88396041899185,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
69,False,"{'a': 0.15, 'e': 1.0}",20,0,-77.65669395507089,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
70,False,"{'a': 0.15, 'e': 1.0}",30,0,-25.484389193973097,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
71,False,"{'a': 0.15, 'e': 1.0}",20,11,-34.87665157225517,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
72,False,"{'a': 0.15, 'e': 1.0}",30,0,-194.9585258475942,"{0: 16, 1: 4, 2: 7, 3: 0, 4: 3}",0
73,False,"{'a': 0.15, 'e': 1.0}",20,0,-113.86238504391146,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
74,False,"{'a': 0.15, 'e': 1.0}",30,0,-264.433853386853,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 5}",0
75,False,"{'a': 0.15, 'e': 1.0}",20,0,-35.70145904750654,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
76,False,"{'a': 0.15, 'e': 1.0}",25,0,-85.81670715645939,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
77,False,"{'a': 0.15, 'e': 1.0}",30,0,-121.7075342424399,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
78,False,"{'a': 0.15, 'e': 1.0}",30,0,-100.10275081480604,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
79,False,"{'a': 0.15, 'e': 1.0}",20,7,-36.74561123893717,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
80,False,"{'a': 0.15, 'e': 1.0}",20,0,-100.10643057134355,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
81,False,"{'a': 0.15, 'e': 1.0}",25,0,-94.0018461566672,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
82,False,"{'a': 0.15, 'e': 1.0}",20,0,-92.74480522092178,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
83,False,"{'a': 0.15, 'e': 1.0}",35,0,-361.0897621788209,"{0: 16, 1: 4, 2: 6, 3: 3, 4: 6}",0
84,False,"{'a': 0.15, 'e': 1.0}",30,0,-135.24525663870836,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
85,False,"{'a': 0.15, 'e': 1.0}",30,0,-52.269284891979794,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
86,False,"{'a': 0.15, 'e': 1.0}",20,0,-253.3081338026789,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 5}",0
87,False,"{'a': 0.15, 'e': 1.0}",20,0,-179.35628770111597,"{0: 9, 1: 2, 2: 4, 3: 3, 4: 2}",0
88,False,"{'a': 0.15, 'e': 1.0}",20,0,-18.761102768090556,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
89,False,"{'a': 0.15, 'e': 1.0}",20,0,-94.08383526735217,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
90,False,"{'a': 0.15, 'e': 1.0}",30,0,-306.4230476899878,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 5}",0
91,False,"{'a': 0.15, 'e': 1.0}",20,0,-114.110165494583,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
92,False,"{'a': 0.15, 'e': 1.0}",20,0,-86.42879004476319,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
93,False,"{'a': 0.15, 'e': 1.0}",35,0,-209.6523757505834,"{0: 20, 1: 4, 2: 7, 3: 1, 4: 3}",0
94,False,"{'a': 0.15, 'e': 1.0}",30,0,-240.1505737882359,"{0: 13, 1: 4, 2: 9, 3: 1, 4: 3}",0
95,False,"{'a': 0.15, 'e': 1.0}",20,0,-34.11978639476135,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
96,False,"{'a': 0.15, 'e': 1.0}",30,0,-248.46071761765242,"{0: 13, 1: 7, 2: 5, 3: 1, 4: 4}",0
97,False,"{'a': 0.15, 'e': 1.0}",25,0,-138.83322037513298,"{0: 17, 1: 2, 2: 1, 3: 3, 4: 2}",0
98,False,"{'a': 0.15, 'e': 1.0}",25,0,-172.56779549950573,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
99,False,"{'a': 0.15, 'e': 1.0}",20,0,-108.3181968307142,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
100,False,"{'a': 0.15, 'e': 1.0}",30,0,-185.47276595939098,"{0: 17, 1: 0, 2: 9, 3: 2, 4: 2}",0
101,False,"{'a': 0.15, 'e': 1.0}",25,0,-144.30204267390604,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
102,False,"{'a': 0.15, 'e': 1.0}",25,0,-166.97652347561677,"{0: 16, 1: 3, 2: 1, 3: 2, 4: 3}",0
103,False,"{'a': 0.15, 'e': 1.0}",20,0,-146.81265606365625,"{0: 10, 1: 0, 2: 6, 3: 3, 4: 1}",0
104,False,"{'a': 0.15, 'e': 1.0}",20,0,-63.32635307995602,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
105,False,"{'a': 0.15, 'e': 1.0}",25,0,-126.87357730544193,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
106,False,"{'a': 0.15, 'e': 1.0}",30,0,-214.29238655431786,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 4}",0
107,False,"{'a': 0.15, 'e': 1.0}",35,0,-87.27514502400606,"{0: 25, 1: 4, 2: 5, 3: 0, 4: 1}",0
108,False,"{'a': 0.15, 'e': 1.0}",20,15,-12.556047348003545,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.15, 'e': 1.0}",20,0,-88.7560964545439,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
110,False,"{'a': 0.15, 'e': 1.0}",25,0,-185.88984543517708,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
111,False,"{'a': 0.15, 'e': 1.0}",25,0,-126.09475096954765,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
112,False,"{'a': 0.15, 'e': 1.0}",20,0,-218.65968470398204,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 4}",0
113,False,"{'a': 0.15, 'e': 1.0}",35,0,-204.308725176625,"{0: 19, 1: 5, 2: 8, 3: 0, 4: 3}",0
114,False,"{'a': 0.15, 'e': 1.0}",20,0,-83.38710364771543,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
115,False,"{'a': 0.15, 'e': 1.0}",25,0,-177.98001407305455,"{0: 10, 1: 6, 2: 6, 3: 1, 4: 2}",0
116,False,"{'a': 0.15, 'e': 1.0}",20,12,-93.57742153559632,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 2}",1
117,False,"{'a': 0.15, 'e': 1.0}",20,0,-174.9531175921966,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
118,False,"{'a': 0.15, 'e': 1.0}",30,0,-104.3113303776481,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
119,False,"{'a': 0.15, 'e': 1.0}",25,0,-71.38642848914044,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
120,False,"{'a': 0.15, 'e': 1.0}",20,0,-89.35760903171098,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
121,False,"{'a': 0.15, 'e': 1.0}",20,0,-34.95508409331687,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
122,False,"{'a': 0.15, 'e': 1.0}",20,0,-49.17034773330752,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
123,False,"{'a': 0.15, 'e': 1.0}",25,0,-191.3373281981131,"{0: 13, 1: 6, 2: 2, 3: 0, 4: 4}",0
124,False,"{'a': 0.15, 'e': 1.0}",25,0,-58.96961672209063,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
125,False,"{'a': 0.15, 'e': 1.0}",20,0,-63.5368005825692,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
126,False,"{'a': 0.15, 'e': 1.0}",20,0,-114.72386973172766,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
127,False,"{'a': 0.15, 'e': 1.0}",20,0,-131.21099243085982,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
128,False,"{'a': 0.15, 'e': 1.0}",25,0,-159.0330544191479,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
129,False,"{'a': 0.15, 'e': 1.0}",20,0,-94.36768455558656,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
130,False,"{'a': 0.15, 'e': 1.0}",20,0,-147.04833891378016,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
131,False,"{'a': 0.15, 'e': 1.0}",20,0,-82.81051026217415,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
132,False,"{'a': 0.15, 'e': 1.0}",20,0,-106.10788626339689,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
133,False,"{'a': 0.15, 'e': 1.0}",30,0,-95.45350074869732,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
134,False,"{'a': 0.15, 'e': 1.0}",20,0,-97.9973987380725,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
135,False,"{'a': 0.15, 'e': 1.0}",20,6,-31.69250786896009,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
136,False,"{'a': 0.15, 'e': 1.0}",20,4,-30.778138524721275,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
137,False,"{'a': 0.15, 'e': 1.0}",20,0,-87.54115424886241,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
138,False,"{'a': 0.15, 'e': 1.0}",20,0,-111.36580049782778,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
139,False,"{'a': 0.15, 'e': 1.0}",20,0,-62.787916717203636,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
140,False,"{'a': 0.15, 'e': 1.0}",20,0,-50.12974847782836,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
141,False,"{'a': 0.15, 'e': 1.0}",30,0,-121.11171011582258,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
142,False,"{'a': 0.15, 'e': 1.0}",25,0,-169.20080221588458,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
143,False,"{'a': 0.15, 'e': 1.0}",25,0,-88.25019487203448,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",1
144,False,"{'a': 0.15, 'e': 1.0}",20,0,-135.74420563625685,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
145,False,"{'a': 0.15, 'e': 1.0}",20,0,-129.2508778035014,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
146,False,"{'a': 0.15, 'e': 1.0}",30,0,-100.30288426289569,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
147,False,"{'a': 0.15, 'e': 1.0}",30,0,-93.82851730354048,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
148,False,"{'a': 0.15, 'e': 1.0}",30,0,-151.8165630046327,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
149,False,"{'a': 0.15, 'e': 1.0}",30,0,-149.41987779823702,"{0: 18, 1: 2, 2: 6, 3: 3, 4: 1}",0
150,False,"{'a': 0.15, 'e': 1.0}",20,5,-91.44123680077624,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 1}",1
151,False,"{'a': 0.15, 'e': 1.0}",25,1,-68.94432055001191,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 0}",1
152,False,"{'a': 0.15, 'e': 1.0}",20,0,-65.66119559309217,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
